case_id,customer_id,card_id,opened_at,closed_at,outcome,pattern,first_fraud_txn_id,txn_id,n_txns,exposure_usd,connected_card_ids_str,actions_taken,report_filed,analyst_notes
CC-1150,C11958,C11958-K1,2016-07-25 12:35:45,2016-07-27 10:35:45,confirmed_fraud,account_takeover,3079771.0,3090631,3,134.98,,CREATE_CASE|BLOCK_CARD,No,Case CC-1150: cardholder C11958 reported unrecognized activity on card C11958-K1. 3 transaction(s) between 2016-07-21 and 2016-07-24 totaling $134.98 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-1150,C11958,C11958-K1,2016-07-25 12:35:45,2016-07-27 10:35:45,confirmed_fraud,account_takeover,3079771.0,3094042,3,134.98,,CREATE_CASE|BLOCK_CARD,No,Case CC-1150: cardholder C11958 reported unrecognized activity on card C11958-K1. 3 transaction(s) between 2016-07-21 and 2016-07-24 totaling $134.98 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-1151,C05485,C05485-K1,2016-07-25 12:36:32,2016-07-30 04:36:32,confirmed_fraud,card_not_present_fraud,3099465.0,3099465,2,799.86,,CREATE_CASE|BLOCK_CARD,No,Case CC-1151: cardholder C05485 reported unrecognized activity on card C05485-K1. 2 transaction(s) between 2016-07-25 and 2016-07-25 totaling $799.86 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.
CC-1151,C05485,C05485-K1,2016-07-25 12:36:32,2016-07-30 04:36:32,confirmed_fraud,card_not_present_fraud,3099465.0,3099537,2,799.86,,CREATE_CASE|BLOCK_CARD,No,Case CC-1151: cardholder C05485 reported unrecognized activity on card C05485-K1. 2 transaction(s) between 2016-07-25 and 2016-07-25 totaling $799.86 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.
CC-1152,C05192,C05192-K2,2016-07-25 12:42:03,2016-07-27 23:42:03,confirmed_fraud,out_of_region_use,3098261.0,3098261,1,38.92,,CREATE_CASE|BLOCK_CARD,No,"Case CC-1152: cardholder C05192 reported unrecognized activity on card C05192-K2. 1 transaction(s) between 2016-07-24 and 2016-07-24 totaling $38.92 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-1153,C00952,C00952-K1,2016-07-25 14:11:13,2016-07-26 13:11:13,cleared,none,,3100055,1,0.0,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-1153: model scored a $24.96 transaction at 0.98. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-1154,C07638,C07638-K1,2016-07-25 15:17:01,2016-07-30 05:17:01,confirmed_fraud,card_not_present_fraud,3099555.0,3099555,2,57.58,,CREATE_CASE|BLOCK_CARD,No,Case CC-1154: cardholder C07638 reported unrecognized activity on card C07638-K1. 2 transaction(s) between 2016-07-25 and 2016-07-25 totaling $57.58 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a MotoG3 Build/MPIS24.65-33.1-2-16 on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.
CC-1154,C07638,C07638-K1,2016-07-25 15:17:01,2016-07-30 05:17:01,confirmed_fraud,card_not_present_fraud,3099555.0,3099628,2,57.58,,CREATE_CASE|BLOCK_CARD,No,Case CC-1154: cardholder C07638 reported unrecognized activity on card C07638-K1. 2 transaction(s) between 2016-07-25 and 2016-07-25 totaling $57.58 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a MotoG3 Build/MPIS24.65-33.1-2-16 on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.
CC-1155,C01909,C01909-K2,2016-07-25 15:29:08,2016-07-27 07:29:08,cleared,none,,3099831,1,0.0,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-1155: model scored a $74.97 transaction at 0.93. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-1156,C04865,C04865-K1,2016-07-25 16:50:30,2016-07-31 11:50:30,confirmed_fraud,card_not_present_fraud,3099944.0,3099944,1,449.97,,CREATE_CASE|BLOCK_CARD,No,Case CC-1156: cardholder C04865 reported unrecognized activity on card C04865-K1. 1 transaction(s) between 2016-07-25 and 2016-07-25 totaling $449.97 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a rv:11.0 on ie 11.0 for desktop. Card blocked and reissued. Customer reimbursed.
CC-1157,C04537,C04537-K1,2016-07-25 17:47:26,2016-07-27 03:47:26,confirmed_fraud,out_of_region_use,3099386.0,3099386,1,390.0,,CREATE_CASE|BLOCK_CARD,No,"Case CC-1157: cardholder C04537 reported unrecognized activity on card C04537-K1. 1 transaction(s) between 2016-07-25 and 2016-07-25 totaling $390.00 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-1158,C02809,C02809-K2,2016-07-25 18:38:17,2016-07-27 17:38:17,confirmed_fraud,card_not_present_fraud,3095703.0,3095703,1,93.21,,CREATE_CASE|BLOCK_CARD,No,Case CC-1158: cardholder C02809 reported unrecognized activity on card C02809-K2. 1 transaction(s) between 2016-07-24 and 2016-07-24 totaling $93.21 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a LG-H840 Build/NRD90U on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.
CC-1159,C07841,C07841-K1,2016-07-25 19:58:42,2016-07-28 13:58:42,cleared,none,,3100189,1,0.0,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-1159: model scored a $50.09 transaction at 0.81. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-1160,C06121,C06121-K2,2016-07-25 19:59:59,2016-07-29 21:59:59,confirmed_fraud,out_of_region_use,3087524.0,3087524,2,822.01,,CREATE_CASE|BLOCK_CARD,No,"Case CC-1160: cardholder C06121 reported unrecognized activity on card C06121-K2. 2 transaction(s) between 2016-07-23 and 2016-07-24 totaling $822.01 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-1160,C06121,C06121-K2,2016-07-25 19:59:59,2016-07-29 21:59:59,confirmed_fraud,out_of_region_use,3087524.0,3097590,2,822.01,,CREATE_CASE|BLOCK_CARD,No,"Case CC-1160: cardholder C06121 reported unrecognized activity on card C06121-K2. 2 transaction(s) between 2016-07-23 and 2016-07-24 totaling $822.01 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-1161,C11807,C11807-K1,2016-07-25 20:25:11,2016-07-29 19:25:11,confirmed_fraud,card_not_present_fraud,3096532.0,3096532,1,265.51,,CREATE_CASE|BLOCK_CARD,No,Case CC-1161: cardholder C11807 reported unrecognized activity on card C11807-K1. 1 transaction(s) between 2016-07-24 and 2016-07-24 totaling $265.51 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.
CC-1162,C10346,C10346-K1,2016-07-25 21:05:03,2016-07-27 15:05:03,cleared,none,,3100457,1,0.0,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-1162: model scored a $50.09 transaction at 0.83. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-1163,C11533,C11533-K2,2016-07-25 21:33:31,2016-07-27 13:33:31,cleared,none,,3100112,1,0.0,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-1163: model scored a $24.97 transaction at 0.88. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-1164,C09663,C09663-K1,2016-07-25 21:39:31,2016-07-26 15:39:31,cleared,none,,3100647,1,0.0,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-1164: model scored a $249.93 transaction at 0.95. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-1165,C05853,C05853-K1,2016-07-25 22:03:27,2016-07-28 19:03:27,cleared,none,,3102006,1,0.0,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-1165: model scored a $124.99 transaction at 0.81. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-1166,C07981,C07981-K1,2016-07-25 22:24:56,2016-07-27 02:24:56,confirmed_fraud,card_not_present_new_device,3099081.0,3099081,1,40.95,,CREATE_CASE|BLOCK_CARD,No,"Case CC-1166: cardholder C07981 reported unrecognized activity on card C07981-K1. 1 transaction(s) between 2016-07-25 and 2016-07-25 totaling $40.95 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-1167,C11041,C11041-K1,2016-07-25 23:05:40,2016-07-29 01:05:40,confirmed_fraud,out_of_region_use,3098738.0,3098738,1,117.06,,CREATE_CASE|BLOCK_CARD,No,"Case CC-1167: cardholder C11041 reported unrecognized activity on card C11041-K1. 1 transaction(s) between 2016-07-25 and 2016-07-25 totaling $117.06 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-1168,C01935,C01935-K1,2016-07-25 23:05:53,2016-07-27 17:05:53,cleared,none,,3101233,1,0.0,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-1168: model scored a $75.01 transaction at 0.83. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-1169,C06464,C06464-K1,2016-07-25 23:18:18,2016-07-27 04:18:18,confirmed_fraud,card_not_present_new_device,3082035.0,3082035,7,276.82,,CREATE_CASE|BLOCK_CARD,No,"Case CC-1169: cardholder C06464 reported unrecognized activity on card C06464-K1. 7 transaction(s) between 2016-07-22 and 2016-07-25 totaling $276.82 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Moto Z2 Play Build/NPS26.74-16-1 on chrome 56.0 for android. Card blocked and reissued. Customer reimbursed."
CC-1169,C06464,C06464-K1,2016-07-25 23:18:18,2016-07-27 04:18:18,confirmed_fraud,card_not_present_new_device,3082035.0,3087934,7,276.82,,CREATE_CASE|BLOCK_CARD,No,"Case CC-1169: cardholder C06464 reported unrecognized activity on card C06464-K1. 7 transaction(s) between 2016-07-22 and 2016-07-25 totaling $276.82 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Moto Z2 Play Build/NPS26.74-16-1 on chrome 56.0 for android. Card blocked and reissued. Customer reimbursed."
CC-1169,C06464,C06464-K1,2016-07-25 23:18:18,2016-07-27 04:18:18,confirmed_fraud,card_not_present_new_device,3082035.0,3091738,7,276.82,,CREATE_CASE|BLOCK_CARD,No,"Case CC-1169: cardholder C06464 reported unrecognized activity on card C06464-K1. 7 transaction(s) between 2016-07-22 and 2016-07-25 totaling $276.82 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Moto Z2 Play Build/NPS26.74-16-1 on chrome 56.0 for android. Card blocked and reissued. Customer reimbursed."
CC-1169,C06464,C06464-K1,2016-07-25 23:18:18,2016-07-27 04:18:18,confirmed_fraud,card_not_present_new_device,3082035.0,3091845,7,276.82,,CREATE_CASE|BLOCK_CARD,No,"Case CC-1169: cardholder C06464 reported unrecognized activity on card C06464-K1. 7 transaction(s) between 2016-07-22 and 2016-07-25 totaling $276.82 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Moto Z2 Play Build/NPS26.74-16-1 on chrome 56.0 for android. Card blocked and reissued. Customer reimbursed."
CC-1169,C06464,C06464-K1,2016-07-25 23:18:18,2016-07-27 04:18:18,confirmed_fraud,card_not_present_new_device,3082035.0,3093830,7,276.82,,CREATE_CASE|BLOCK_CARD,No,"Case CC-1169: cardholder C06464 reported unrecognized activity on card C06464-K1. 7 transaction(s) between 2016-07-22 and 2016-07-25 totaling $276.82 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Moto Z2 Play Build/NPS26.74-16-1 on chrome 56.0 for android. Card blocked and reissued. Customer reimbursed."
CC-1169,C06464,C06464-K1,2016-07-25 23:18:18,2016-07-27 04:18:18,confirmed_fraud,card_not_present_new_device,3082035.0,3093850,7,276.82,,CREATE_CASE|BLOCK_CARD,No,"Case CC-1169: cardholder C06464 reported unrecognized activity on card C06464-K1. 7 transaction(s) between 2016-07-22 and 2016-07-25 totaling $276.82 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Moto Z2 Play Build/NPS26.74-16-1 on chrome 56.0 for android. Card blocked and reissued. Customer reimbursed."
CC-1169,C06464,C06464-K1,2016-07-25 23:18:18,2016-07-27 04:18:18,confirmed_fraud,card_not_present_new_device,3082035.0,3099485,7,276.82,,CREATE_CASE|BLOCK_CARD,No,"Case CC-1169: cardholder C06464 reported unrecognized activity on card C06464-K1. 7 transaction(s) between 2016-07-22 and 2016-07-25 totaling $276.82 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Moto Z2 Play Build/NPS26.74-16-1 on chrome 56.0 for android. Card blocked and reissued. Customer reimbursed."
CC-1170,C11595,C11595-K1,2016-07-25 23:49:08,2016-07-31 00:49:08,confirmed_fraud,card_not_present_new_device,3096902.0,3096902,2,37.49,,CREATE_CASE|BLOCK_CARD,No,"Case CC-1170: cardholder C11595 reported unrecognized activity on card C11595-K1. 2 transaction(s) between 2016-07-24 and 2016-07-25 totaling $37.49 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-1170,C11595,C11595-K1,2016-07-25 23:49:08,2016-07-31 00:49:08,confirmed_fraud,card_not_present_new_device,3096902.0,3098655,2,37.49,,CREATE_CASE|BLOCK_CARD,No,"Case CC-1170: cardholder C11595 reported unrecognized activity on card C11595-K1. 2 transaction(s) between 2016-07-24 and 2016-07-25 totaling $37.49 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-1171,C08489,C08489-K2,2016-07-26 00:12:05,2016-07-29 20:12:05,confirmed_fraud,out_of_region_use,3096862.0,3096862,1,116.97,,CREATE_CASE|BLOCK_CARD,No,"Case CC-1171: cardholder C08489 reported unrecognized activity on card C08489-K2. 1 transaction(s) between 2016-07-24 and 2016-07-24 totaling $116.97 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-1172,C11294,C11294-K2,2016-07-26 00:22:55,2016-07-31 20:22:55,confirmed_fraud,account_takeover,3099179.0,3099179,3,418.92,,CREATE_CASE|BLOCK_CARD,No,Case CC-1172: cardholder C11294 reported unrecognized activity on card C11294-K2. 3 transaction(s) between 2016-07-25 and 2016-07-25 totaling $418.92 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.
CC-1172,C11294,C11294-K2,2016-07-26 00:22:55,2016-07-31 20:22:55,confirmed_fraud,account_takeover,3099179.0,3099234,3,418.92,,CREATE_CASE|BLOCK_CARD,No,Case CC-1172: cardholder C11294 reported unrecognized activity on card C11294-K2. 3 transaction(s) between 2016-07-25 and 2016-07-25 totaling $418.92 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.
CC-1172,C11294,C11294-K2,2016-07-26 00:22:55,2016-07-31 20:22:55,confirmed_fraud,account_takeover,3099179.0,3102572,3,418.92,,CREATE_CASE|BLOCK_CARD,No,Case CC-1172: cardholder C11294 reported unrecognized activity on card C11294-K2. 3 transaction(s) between 2016-07-25 and 2016-07-25 totaling $418.92 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.
CC-1173,C03285,C03285-K2,2016-07-26 00:27:22,2016-07-28 05:27:22,confirmed_fraud,card_not_present_fraud,3099621.0,3099621,2,151.78,,CREATE_CASE|BLOCK_CARD,No,Case CC-1173: cardholder C03285 reported unrecognized activity on card C03285-K2. 2 transaction(s) between 2016-07-25 and 2016-07-25 totaling $151.78 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.
CC-1173,C03285,C03285-K2,2016-07-26 00:27:22,2016-07-28 05:27:22,confirmed_fraud,card_not_present_fraud,3099621.0,3099645,2,151.78,,CREATE_CASE|BLOCK_CARD,No,Case CC-1173: cardholder C03285 reported unrecognized activity on card C03285-K2. 2 transaction(s) between 2016-07-25 and 2016-07-25 totaling $151.78 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.
CC-1174,C09394,C09394-K1,2016-07-26 00:30:07,2016-07-26 19:30:07,cleared,none,,3102208,1,0.0,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-1174: model scored a $100.00 transaction at 0.91. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-1175,C09365,C09365-K2,2016-07-26 00:30:13,2016-07-27 23:30:13,cleared,none,,3103681,1,0.0,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-1175: model scored a $50.08 transaction at 0.82. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-1176,C06947,C06947-K2,2016-07-26 00:33:05,2016-07-27 19:33:05,cleared,none,,3102229,1,0.0,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-1176: model scored a $199.99 transaction at 0.92. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-1177,C08646,C08646-K1,2016-07-26 00:33:42,2016-07-29 19:33:42,confirmed_fraud,out_of_region_use,3092385.0,3092385,4,201.54,,CREATE_CASE|BLOCK_CARD,No,"Case CC-1177: cardholder C08646 reported unrecognized activity on card C08646-K1. 4 transaction(s) between 2016-07-24 and 2016-07-24 totaling $201.54 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-1177,C08646,C08646-K1,2016-07-26 00:33:42,2016-07-29 19:33:42,confirmed_fraud,out_of_region_use,3092385.0,3096270,4,201.54,,CREATE_CASE|BLOCK_CARD,No,"Case CC-1177: cardholder C08646 reported unrecognized activity on card C08646-K1. 4 transaction(s) between 2016-07-24 and 2016-07-24 totaling $201.54 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-1177,C08646,C08646-K1,2016-07-26 00:33:42,2016-07-29 19:33:42,confirmed_fraud,out_of_region_use,3092385.0,3096362,4,201.54,,CREATE_CASE|BLOCK_CARD,No,"Case CC-1177: cardholder C08646 reported unrecognized activity on card C08646-K1. 4 transaction(s) between 2016-07-24 and 2016-07-24 totaling $201.54 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-1177,C08646,C08646-K1,2016-07-26 00:33:42,2016-07-29 19:33:42,confirmed_fraud,out_of_region_use,3092385.0,3096601,4,201.54,,CREATE_CASE|BLOCK_CARD,No,"Case CC-1177: cardholder C08646 reported unrecognized activity on card C08646-K1. 4 transaction(s) between 2016-07-24 and 2016-07-24 totaling $201.54 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-1178,C09246,C09246-K1,2016-07-26 00:37:37,2016-07-29 02:37:37,confirmed_fraud,card_not_present_fraud,3099128.0,3099128,1,122.58,,CREATE_CASE|BLOCK_CARD,No,Case CC-1178: cardholder C09246 reported unrecognized activity on card C09246-K1. 1 transaction(s) between 2016-07-25 and 2016-07-25 totaling $122.58 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-1179,C11458,C11458-K1,2016-07-26 00:43:42,2016-07-28 20:43:42,confirmed_fraud,out_of_region_use,3097071.0,3097071,1,369.63,,CREATE_CASE|BLOCK_CARD,No,"Case CC-1179: cardholder C11458 reported unrecognized activity on card C11458-K1. 1 transaction(s) between 2016-07-24 and 2016-07-24 totaling $369.63 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-1180,C08723,C08723-K1,2016-07-26 01:03:34,2016-07-27 22:03:34,confirmed_fraud,card_not_present_fraud,3103213.0,3103213,1,55.42,,CREATE_CASE|BLOCK_CARD,No,Case CC-1180: cardholder C08723 reported unrecognized activity on card C08723-K1. 1 transaction(s) between 2016-07-25 and 2016-07-25 totaling $55.42 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a E5606 Build/30.2.A.1.21 on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.
CC-1181,C13364,C13364-K1,2016-07-26 01:06:16,2016-07-28 05:06:16,confirmed_fraud,card_not_present_new_device,3099602.0,3099602,1,40.19,,CREATE_CASE|BLOCK_CARD,No,"Case CC-1181: cardholder C13364 reported unrecognized activity on card C13364-K1. 1 transaction(s) between 2016-07-25 and 2016-07-25 totaling $40.19 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-1182,C03136,C03136-K1,2016-07-26 01:11:10,2016-07-27 19:11:10,cleared,none,,3102064,1,0.0,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-1182: model scored a $74.91 transaction at 0.91. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-1183,C09823,C09823-K1,2016-07-26 01:14:03,2016-07-28 17:14:03,cleared,none,,3101297,1,0.0,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-1183: model scored a $125.09 transaction at 0.91. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-1184,C10690,C10690-K1,2016-07-26 01:15:00,2016-07-27 22:15:00,cleared,none,,3103269,1,0.0,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-1184: model scored a $99.96 transaction at 0.92. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-1185,C08850,C08850-K1,2016-07-26 01:20:03,2016-07-27 18:20:03,cleared,none,,3101725,1,0.0,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-1185: model scored a $150.04 transaction at 0.89. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-1186,C01138,C01138-K2,2016-07-26 01:51:25,2016-07-29 03:51:25,confirmed_fraud,account_takeover,3094222.0,3094222,2,195.83,,CREATE_CASE|BLOCK_CARD,No,Case CC-1186: cardholder C01138 reported unrecognized activity on card C01138-K2. 2 transaction(s) between 2016-07-24 and 2016-07-25 totaling $195.83 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-1186,C01138,C01138-K2,2016-07-26 01:51:25,2016-07-29 03:51:25,confirmed_fraud,account_takeover,3094222.0,3099401,2,195.83,,CREATE_CASE|BLOCK_CARD,No,Case CC-1186: cardholder C01138 reported unrecognized activity on card C01138-K2. 2 transaction(s) between 2016-07-24 and 2016-07-25 totaling $195.83 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-1187,C04893,C04893-K1,2016-07-26 01:53:51,2016-07-26 20:53:51,cleared,none,,3102764,1,0.0,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-1187: model scored a $49.98 transaction at 0.88. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-1188,C04437,C04437-K1,2016-07-26 01:59:45,2016-07-30 14:59:45,confirmed_fraud,card_not_present_fraud,3100425.0,3100425,1,99.97,,CREATE_CASE|BLOCK_CARD,No,Case CC-1188: cardholder C04437 reported unrecognized activity on card C04437-K1. 1 transaction(s) between 2016-07-25 and 2016-07-25 totaling $99.97 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a 5049W Build/NRD90M on chrome 62.0 for android. Card blocked and reissued. Customer reimbursed.
CC-1189,C03218,C03218-K2,2016-07-26 02:09:16,2016-07-29 00:09:16,confirmed_fraud,account_takeover,3001666.0,3001666,98,18357.79,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-1189: cardholder C03218 reported unrecognized activity on card C03218-K2. 98 transaction(s) between 2016-07-02 and 2016-07-26 totaling $18,357.79 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a rv:57.0 on firefox. Card blocked and reissued. Customer reimbursed."
CC-1189,C03218,C03218-K2,2016-07-26 02:09:16,2016-07-29 00:09:16,confirmed_fraud,account_takeover,3001666.0,3002200,98,18357.79,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-1189: cardholder C03218 reported unrecognized activity on card C03218-K2. 98 transaction(s) between 2016-07-02 and 2016-07-26 totaling $18,357.79 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a rv:57.0 on firefox. Card blocked and reissued. Customer reimbursed."
CC-1189,C03218,C03218-K2,2016-07-26 02:09:16,2016-07-29 00:09:16,confirmed_fraud,account_takeover,3001666.0,3002600,98,18357.79,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-1189: cardholder C03218 reported unrecognized activity on card C03218-K2. 98 transaction(s) between 2016-07-02 and 2016-07-26 totaling $18,357.79 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a rv:57.0 on firefox. Card blocked and reissued. Customer reimbursed."
CC-1189,C03218,C03218-K2,2016-07-26 02:09:16,2016-07-29 00:09:16,confirmed_fraud,account_takeover,3001666.0,3003264,98,18357.79,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-1189: cardholder C03218 reported unrecognized activity on card C03218-K2. 98 transaction(s) between 2016-07-02 and 2016-07-26 totaling $18,357.79 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a rv:57.0 on firefox. Card blocked and reissued. Customer reimbursed."
CC-1189,C03218,C03218-K2,2016-07-26 02:09:16,2016-07-29 00:09:16,confirmed_fraud,account_takeover,3001666.0,3007384,98,18357.79,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-1189: cardholder C03218 reported unrecognized activity on card C03218-K2. 98 transaction(s) between 2016-07-02 and 2016-07-26 totaling $18,357.79 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a rv:57.0 on firefox. Card blocked and reissued. Customer reimbursed."
